DAILY_STRESS,SOCIAL_NETWORK,ACHIEVEMENT,BMI_RANGE,TODO_COMPLETED,DAILY_STEPS,SLEEP_HOURS,SUFFICIENT_INCOME,PERSONAL_AWARDS,TIME_FOR_HOBBY,WEEKLY_MEDITATION,AGE,GENDER,WORK_LIFE_BALANCE_SCORE
2,4,0,2,1,1,7,1,3,3,3,21 to 35,Male,571.3
1,0,2,1,2,10,9,1,3,2,10,21 to 35,Male,624.5
2,6,7,2,2,10,6,2,3,1,7,51 or more,Male,659.6
5,3,5,1,6,5,8,2,8,1,3,21 to 35,Female,689.6
3,10,7,2,8,2,9,2,6,1,5,51 or more,Female,672.2
2,5,3,1,7,10,8,2,6,4,8,21 to 35,Male,683.8
3,10,7,2,8,2,9,2,6,1,5,51 or more,Female,672.2
1,1,5,1,4,3,8,2,3,1,10,36 to 50,Male,655.2
2,7,1,2,4,6,7,2,5,3,6,21 to 35,Male,660.7
2,7,1,2,4,6,7,2,5,3,6,21 to 35,Male,660.7
2,10,8,2,6,10,7,2,8,10,9,36 to 50,Female,748.2
4,4,1,2,10,3,6,2,3,3,4,51 or more,Female,648
2,10,8,2,6,10,7,2,8,10,9,36 to 50,Female,748.2
3,10,7,2,8,2,9,2,6,1,5,51 or more,Female,672.2
2,7,5,1,7,6,6,2,10,8,10,51 or more,Female,742.1
2,10,8,2,6,10,7,2,8,10,9,36 to 50,Female,748.2
3,10,7,2,8,2,9,2,6,1,5,51 or more,Female,672.2
5,3,0,2,3,2,7,2,3,0,3,21 to 35,Female,578.3
2,2,3,1,7,7,7,2,2,0,3,36 to 50,Female,666
5,5,2,1,0,6,7,1,5,1,3,36 to 50,Female,619.9
5,5,2,1,0,6,7,1,5,1,3,36 to 50,Female,619.9
2,7,2,2,8,8,7,2,1,2,5,21 to 35,Male,647.5
1,6,3,1,8,5,7,2,5,5,10,51 or more,Female,730.2
5,10,6,1,5,10,7,1,10,1,9,21 to 35,Male,685.3
4,10,2,2,7,7,8,2,10,2,3,36 to 50,Female,669.6
1,10,10,1,10,6,8,1,10,10,9,Less than 20,Female,744.2
4,5,7,2,5,4,8,2,10,4,10,36 to 50,Female,694.5
0,10,10,1,10,6,7,1,10,9,10,Less than 20,Female,762.7
3,2,2,1,5,3,5,2,3,1,2,21 to 35,Female,607
0,2,0,1,5,5,8,2,5,2,10,21 to 35,Female,710
2,7,5,1,5,5,7,2,7,3,7,21 to 35,Female,699.6
5,3,0,2,10,10,6,2,2,0,2,36 to 50,Female,625.6
5,10,4,2,3,10,8,1,3,1,2,36 to 50,Female,624.3
2,2,6,2,3,2,7,1,3,3,3,36 to 50,Female,614
4,10,2,1,5,8,8,2,4,3,4,21 to 35,Female,668.1
3,6,3,2,5,1,5,1,2,4,4,36 to 50,Female,610
4,10,0,2,0,5,5,2,3,0,3,36 to 50,Male,588.7
2,7,2,1,2,2,8,2,3,0,3,21 to 35,Male,614.2
2,10,3,1,9,7,7,2,9,5,10,51 or more,Female,749.3
1,5,9,1,8,10,8,2,10,7,10,36 to 50,Male,763.7
1,5,1,1,5,1,7,1,2,1,9,21 to 35,Female,601.9
4,10,10,2,7,9,7,2,10,10,1,36 to 50,Male,710.6
0,10,6,1,7,10,7,2,8,5,10,Less than 20,Male,761.8
5,10,0,2,4,5,6,1,6,1,7,51 or more,Female,612.7
2,10,5,2,5,8,8,2,4,0,7,36 to 50,Female,664.7
5,10,6,2,6,10,6,2,5,2,4,36 to 50,Female,639.2
5,4,7,1,7,3,7,2,4,1,2,36 to 50,Male,627.8
4,10,3,1,4,7,8,1,4,2,2,21 to 35,Female,637.3
3,10,2,1,10,10,8,2,5,1,0,21 to 35,Female,654.9
5,3,6,2,9,9,3,2,2,4,2,21 to 35,Female,640.1
1,8,10,1,6,7,5,1,10,2,10,36 to 50,Male,701.3
1,5,5,1,10,8,8,2,10,5,6,51 or more,Female,700.4
3,3,1,2,1,1,7,1,1,1,5,36 to 50,Female,588.3
4,3,2,1,5,4,8,2,0,0,5,51 or more,Female,669
4,3,7,2,6,4,8,2,3,5,3,36 to 50,Female,638.4
2,10,4,1,5,5,6,2,10,1,2,21 to 35,Male,692.6
3,10,6,1,0,10,6,1,9,0,4,36 to 50,Male,627.3
3,6,0,2,3,4,5,1,0,2,3,21 to 35,Female,580
4,9,2,1,2,5,5,1,0,0,2,21 to 35,Male,592.1
2,10,5,1,6,10,8,2,10,7,4,21 to 35,Female,726.3
4,10,0,2,0,10,6,1,4,2,7,21 to 35,Male,601.8
3,3,6,1,8,10,8,2,10,6,10,21 to 35,Male,711
2,3,6,1,7,4,8,2,3,8,10,21 to 35,Male,714.9
3,10,10,1,10,6,7,2,6,6,8,21 to 35,Female,733.8
4,4,3,2,7,6,7,2,10,0,10,36 to 50,Male,643.7
4,10,1,1,5,10,7,2,2,2,7,36 to 50,Female,664.9
4,10,4,1,2,10,6,1,4,5,3,21 to 35,Male,637.5
2,10,3,2,5,7,6,2,10,6,7,21 to 35,Female,677.7
3,10,6,1,0,10,6,1,9,0,4,36 to 50,Male,627.3
2,4,5,1,5,3,6,2,6,10,10,36 to 50,Male,697.3
2,5,8,2,8,8,6,2,8,6,10,51 or more,Male,696.6
3,10,7,1,7,2,8,2,0,2,3,21 to 35,Female,646.5
3,10,7,1,7,2,8,2,0,2,3,21 to 35,Female,646.5
1,7,3,1,10,10,7,2,3,4,6,21 to 35,Male,704
3,3,2,2,4,3,7,1,4,1,1,21 to 35,Female,559.8
1,10,4,1,8,3,8,2,6,1,5,36 to 50,Male,672.2
4,10,1,1,9,8,6,2,5,2,6,36 to 50,Female,683
2,10,4,1,9,6,8,2,4,10,10,21 to 35,Male,727.2
2,10,9,2,8,9,8,2,10,5,10,36 to 50,Male,744.8
0,5,3,2,5,5,7,2,7,3,7,36 to 50,Female,675.8
2,5,2,2,3,5,8,1,4,6,5,36 to 50,Male,631.8
5,8,4,2,1,7,4,2,10,8,1,36 to 50,Female,629.7
2,10,9,2,8,9,8,2,10,5,10,36 to 50,Male,744.8
2,10,9,2,8,9,8,2,10,5,10,36 to 50,Male,744.8
2,10,9,2,8,9,8,2,10,5,10,36 to 50,Male,744.8
2,10,9,2,8,9,8,2,10,5,10,36 to 50,Male,744.8
2,10,4,1,9,6,8,2,4,10,10,21 to 35,Male,727.2
2,10,4,1,9,6,8,2,4,10,10,21 to 35,Male,727.2
4,6,2,1,5,7,9,1,4,0,7,21 to 35,Female,671.5
3,3,1,1,10,10,8,2,0,3,10,21 to 35,Male,649.8
5,3,5,2,8,1,6,1,3,5,3,21 to 35,Female,623.8
3,10,7,2,9,8,7,2,10,9,3,36 to 50,Female,729.1
5,1,2,1,3,6,7,1,7,2,1,36 to 50,Male,584.2
1,9,8,1,3,4,7,1,6,7,7,21 to 35,Male,682.4
3,8,9,1,7,1,7,2,10,9,8,36 to 50,Female,736.2
2,3,2,1,5,3,8,2,2,0,2,36 to 50,Male,616.1
1,5,5,1,5,5,8,2,5,5,10,36 to 50,Male,696.4
2,10,8,2,7,8,9,2,10,5,8,21 to 35,Female,726.1
2,10,2,1,8,8,8,2,1,1,7,21 to 35,Female,703.8
2,10,3,1,8,7,8,2,2,6,7,21 to 35,Female,715.5
2,7,8,2,7,7,6,2,9,2,7,51 or more,Male,694.7
0,9,9,2,8,10,8,1,6,2,9,21 to 35,Male,661.7
0,9,9,2,8,10,8,1,6,2,9,21 to 35,Male,661.7
1,10,5,1,5,10,6,2,5,2,7,21 to 35,Male,703.8
4,1,0,2,0,1,10,2,10,0,10,Less than 20,Male,590.6
3,10,4,1,6,5,7,1,3,3,10,51 or more,Female,680.9
1,10,5,1,5,10,6,2,5,2,7,21 to 35,Male,703.8
0,7,5,1,8,10,8,2,4,5,10,21 to 35,Female,726.3
0,7,5,1,8,10,8,2,4,5,10,21 to 35,Female,726.3
3,8,6,1,3,8,8,2,4,4,7,21 to 35,Female,685.1
3,8,6,1,3,8,8,2,4,4,7,21 to 35,Female,685.1
2,7,8,2,7,7,6,2,9,2,7,51 or more,Male,694.7
4,10,7,2,6,3,7,1,8,7,7,51 or more,Female,695.8
5,10,2,1,1,5,10,2,10,3,10,21 to 35,Male,688.3
4,5,7,2,2,4,4,1,4,7,6,36 to 50,Female,615.5
1,4,2,1,7,5,8,2,5,2,5,36 to 50,Female,652.2
3,3,2,1,3,2,10,1,8,1,8,21 to 35,Female,619.7
3,10,10,1,5,5,7,2,7,7,3,36 to 50,Female,718.3
2,3,9,1,6,2,6,2,10,3,7,21 to 35,Male,695.4
4,10,9,1,7,5,7,2,4,2,8,21 to 35,Female,669
2,10,8,2,5,7,8,2,5,4,4,36 to 50,Female,705.3
3,8,10,2,8,4,8,2,10,5,10,51 or more,Female,737
0,9,9,2,8,10,8,1,6,2,9,21 to 35,Male,661.7
0,3,8,2,3,10,9,1,5,1,0,21 to 35,Male,597.3
3,6,2,1,5,2,7,2,0,0,1,Less than 20,Female,619.1
3,10,6,1,5,10,7,1,6,6,8,36 to 50,Female,681.9
2,3,5,1,8,9,7,2,10,10,10,51 or more,Male,759.9
2,5,4,1,2,8,8,2,4,2,6,21 to 35,Male,647.7
3,5,2,1,3,10,6,2,7,4,5,21 to 35,Female,683.4
3,5,0,1,5,5,6,2,3,1,4,21 to 35,Female,633.1
2,8,3,1,6,6,6,2,2,4,1,36 to 50,Female,646.9
2,1,2,1,9,7,9,2,2,3,10,36 to 50,Female,707.2
2,10,5,1,9,10,8,1,10,1,6,21 to 35,Female,695.7
4,3,2,2,6,5,7,2,5,2,7,36 to 50,Female,638.4
3,5,0,1,7,6,8,1,5,1,4,36 to 50,Female,625.2
1,5,1,1,7,4,6,2,3,1,10,21 to 35,Male,624.4
5,4,5,1,8,4,7,2,5,0,0,21 to 35,Female,634.8
4,1,2,1,2,1,7,2,2,0,3,21 to 35,Male,588.3
5,3,0,1,3,1,5,2,5,0,1,36 to 50,Female,570.9
4,4,2,2,2,8,5,1,2,0,0,21 to 35,Female,585.9
1,10,5,2,7,5,9,2,3,0,10,36 to 50,Male,676.2
5,10,2,2,5,4,6,2,3,1,10,51 or more,Female,624.4
5,10,3,2,8,4,5,2,0,1,1,36 to 50,Female,627.6
4,6,3,2,7,3,8,1,8,8,10,21 to 35,Female,668.8
1,1,1,1,7,4,7,2,2,4,10,21 to 35,Male,668.8
4,1,3,1,2,7,7,2,5,2,5,36 to 50,Female,621.8
3,5,0,2,3,2,5,2,6,0,2,51 or more,Male,588.1
4,7,6,2,5,8,7,2,10,6,3,36 to 50,Female,695.1
5,0,5,2,1,1,8,1,9,0,2,51 or more,Female,585.1
2,5,4,2,4,2,8,2,4,3,7,21 to 35,Male,648.2
2,10,9,2,5,7,8,2,6,4,8,36 to 50,Male,693.4
3,7,1,1,6,7,7,2,5,0,10,21 to 35,Female,664.3
3,10,5,1,8,7,8,2,10,4,6,21 to 35,Male,720.6
1,7,8,1,3,6,6,2,10,6,10,Less than 20,Female,735.3
3,8,9,1,9,9,9,2,9,8,10,21 to 35,Male,758.6
1,10,5,1,7,5,8,2,1,4,7,21 to 35,Male,733.8
4,5,0,1,4,6,6,2,4,2,5,36 to 50,Female,650.3
2,7,3,1,5,7,7,2,7,2,6,36 to 50,Female,677.9
1,10,2,2,4,3,7,2,6,1,10,51 or more,Female,661.8
2,10,2,2,3,5,8,2,7,1,10,36 to 50,Female,672.6
3,7,5,1,6,6,7,2,4,7,7,21 to 35,Male,676
1,10,3,1,9,10,7,2,2,0,3,21 to 35,Male,693.8
1,6,5,1,7,8,7,2,5,1,5,21 to 35,Male,703.6
2,5,0,2,5,7,10,2,5,5,10,36 to 50,Male,663.2
4,4,5,1,7,4,6,2,10,0,2,21 to 35,Female,695.8
2,4,2,1,4,10,6,2,4,3,4,Less than 20,Female,669.8
5,4,0,1,10,6,9,2,0,0,10,51 or more,Female,635.6
4,10,2,2,5,3,8,2,4,1,0,21 to 35,Male,605.9
1,8,6,2,8,7,5,2,10,2,3,21 to 35,Male,697.9
3,2,7,1,7,2,9,2,10,1,10,21 to 35,Male,670.5
3,5,5,1,4,10,6,1,3,2,10,21 to 35,Male,654.5
2,10,8,1,5,8,7,2,5,5,8,21 to 35,Male,729.1
3,8,4,1,8,2,7,2,4,2,7,Less than 20,Female,658.2
0,4,2,1,10,4,9,2,5,6,10,21 to 35,Male,728.7
4,7,3,2,1,9,7,1,8,1,6,21 to 35,Female,623.9
4,10,5,1,9,8,7,2,8,2,5,21 to 35,Female,698.5
4,7,7,2,8,10,8,2,5,7,9,51 or more,Male,697.4
3,6,3,1,8,6,5,1,2,2,7,Less than 20,Female,650.1
3,5,5,1,8,10,8,2,10,3,10,51 or more,Female,728
2,3,3,1,7,10,7,2,3,6,10,Less than 20,Male,687
3,5,1,2,5,6,7,2,7,2,1,36 to 50,Male,631.8
3,7,0,2,3,2,6,1,0,0,3,36 to 50,Female,569.6
2,10,1,2,1,2,6,1,2,0,7,36 to 50,Female,578.1
5,10,0,2,7,7,6,1,4,0,4,21 to 35,Female,596.1
3,6,1,2,5,4,8,1,2,2,7,36 to 50,Male,589.1
3,6,2,2,5,5,8,1,2,2,9,36 to 50,Male,592.7
3,10,4,1,7,4,7,2,4,2,10,51 or more,Male,687.5
5,10,6,1,4,10,6,2,10,1,5,36 to 50,Male,691.9
1,5,5,1,6,8,8,2,7,6,6,36 to 50,Female,717.4
2,4,7,2,6,7,7,2,8,7,10,21 to 35,Male,655.8
3,6,3,1,7,4,7,2,6,1,5,21 to 35,Female,668.8
0,3,5,1,7,5,7,2,4,10,10,21 to 35,Female,694.5
5,4,1,1,2,1,8,1,6,1,2,21 to 35,Female,610.6
0,2,1,1,1,5,9,2,1,1,10,21 to 35,Male,654.1
5,4,7,2,5,10,8,2,8,8,10,51 or more,Male,736.5
5,4,8,2,5,10,8,2,10,8,10,51 or more,Male,741.6
4,9,5,1,7,6,9,2,9,2,10,51 or more,Female,725.7
3,6,10,1,5,6,8,2,10,4,7,21 to 35,Male,689.8
3,1,8,1,7,3,7,2,7,2,2,36 to 50,Female,690.7
2,3,6,1,6,2,7,1,6,2,7,21 to 35,Female,637.8
3,5,5,1,3,4,8,2,7,2,6,Less than 20,Female,669
3,5,3,2,7,2,6,1,7,2,8,21 to 35,Female,635.9
1,2,5,1,8,10,6,2,2,4,7,51 or more,Female,688.5
2,10,4,2,5,10,6,2,7,8,10,51 or more,Male,698.7
3,8,5,1,10,7,8,2,4,1,10,51 or more,Female,720.6
2,3,2,1,2,4,6,2,5,3,4,36 to 50,Female,656.7
3,10,4,1,5,8,7,1,9,4,4,21 to 35,Female,678.1
3,10,5,2,7,10,7,1,10,4,7,21 to 35,Male,676.8
5,3,2,1,10,1,6,1,8,3,6,36 to 50,Male,630.6
5,10,1,1,1,5,8,1,2,0,2,21 to 35,Female,636.9
5,10,0,2,2,5,6,2,4,0,0,36 to 50,Female,607.6
5,3,2,1,10,1,6,1,8,3,6,36 to 50,Male,630.6
2,3,8,1,8,4,7,2,9,2,7,21 to 35,Female,668.8
3,4,4,1,6,2,8,1,9,5,7,21 to 35,Male,651.6
5,4,2,1,3,2,8,2,3,2,10,21 to 35,Male,641.4
5,4,2,1,3,2,8,2,3,2,10,21 to 35,Male,641.4
2,5,8,2,3,7,8,1,10,7,10,21 to 35,Male,673
0,9,9,2,8,10,8,1,6,2,9,21 to 35,Male,661.7
4,10,2,2,1,4,6,2,3,3,4,36 to 50,Female,609.1
1,3,6,1,8,6,8,2,8,2,10,51 or more,Male,703.4
4,5,4,1,9,8,7,2,10,1,10,51 or more,Male,707
3,10,1,1,4,8,7,2,3,2,7,36 to 50,Female,688.3
3,1,3,1,2,8,7,2,7,2,7,51 or more,Female,676.4
3,1,3,1,2,8,7,2,7,2,7,51 or more,Female,676.4
2,5,2,1,4,8,7,1,5,3,8,21 to 35,Male,659.4
2,10,3,1,7,5,7,2,7,1,5,36 to 50,Female,684.3
1,7,3,1,1,2,8,2,6,6,2,21 to 35,Male,680.5
5,10,4,2,6,5,7,2,3,1,2,51 or more,Male,655.4
1,0,10,1,8,5,8,2,10,7,8,51 or more,Female,733.8
5,10,10,2,5,8,7,2,10,3,7,51 or more,Male,727.4
2,5,5,1,9,10,8,2,8,7,7,51 or more,Female,755.2
4,9,5,1,6,3,7,1,2,3,10,51 or more,Female,656.7
3,8,3,1,3,8,7,2,10,1,5,36 to 50,Male,691.7
0,7,9,1,8,8,8,2,6,6,7,21 to 35,Female,725.9
2,6,9,1,8,10,7,2,9,6,10,51 or more,Female,780.5
2,7,10,1,8,10,7,2,10,10,10,51 or more,Female,795.8
1,6,5,1,5,5,9,2,3,5,8,36 to 50,Female,700
1,2,10,1,7,5,8,2,10,2,7,21 to 35,Female,694.7
5,2,0,1,0,10,6,1,3,2,5,21 to 35,Male,601.8
1,5,5,1,4,6,7,1,5,1,10,21 to 35,Male,657.3
5,2,0,1,0,10,6,1,3,2,5,21 to 35,Male,601.8
2,10,6,1,8,6,7,2,4,3,10,36 to 50,Male,723.6
0,3,4,1,2,4,10,1,6,4,9,36 to 50,Male,676.2
3,8,2,1,9,6,6,2,0,1,3,36 to 50,Female,684.3
2,6,6,1,7,9,8,2,6,3,4,36 to 50,Female,704
3,5,0,2,5,2,8,2,5,0,0,36 to 50,Female,570
1,5,5,1,4,6,7,1,5,1,10,21 to 35,Male,657.3
5,10,0,1,7,10,7,2,10,0,7,36 to 50,Female,685.3
5,10,0,1,7,10,7,2,10,0,7,36 to 50,Female,685.3
5,0,0,2,3,8,7,2,1,0,1,51 or more,Female,537
1,4,2,2,8,1,8,2,1,2,4,36 to 50,Female,663.3
4,1,0,2,0,10,5,1,0,0,10,36 to 50,Male,582.9
4,10,10,2,3,8,7,2,4,4,2,36 to 50,Male,640.7
1,10,8,1,7,10,8,2,6,8,8,51 or more,Male,741.6
3,5,5,1,5,10,6,1,10,5,8,21 to 35,Male,673.2
2,10,3,2,6,5,8,2,10,4,3,36 to 50,Female,689.6
0,1,1,1,1,1,7,1,2,0,0,21 to 35,Male,576.4
5,10,5,2,8,9,7,2,2,2,7,21 to 35,Male,666.4
4,10,0,2,3,9,8,2,6,0,2,36 to 50,Female,646.2
3,8,3,1,8,8,8,1,2,0,5,21 to 35,Female,644.3
0,10,5,1,8,10,8,2,10,9,10,51 or more,Female,785.8
3,10,2,1,10,10,8,2,9,2,10,51 or more,Female,743.3
2,10,8,2,8,6,6,2,10,5,6,36 to 50,Male,687.7
2,0,0,2,4,1,10,2,10,4,10,51 or more,Female,646.7
3,7,1,2,7,5,7,2,4,3,5,21 to 35,Male,652
4,8,5,2,4,3,5,1,10,0,2,51 or more,Male,615.5
4,8,5,2,4,3,5,1,10,0,2,51 or more,Male,618.9
3,6,6,2,8,2,7,2,10,9,9,51 or more,Male,699
4,1,2,2,2,3,7,1,1,0,10,21 to 35,Female,576.8
3,1,4,1,10,2,8,2,3,0,10,21 to 35,Male,694.1
1,3,0,1,4,2,8,1,10,6,10,21 to 35,Male,658.4
1,10,6,2,4,10,5,2,10,6,10,21 to 35,Male,701.9
5,1,0,1,2,2,6,2,1,0,10,51 or more,Female,567.9
2,8,10,2,7,6,6,2,7,6,10,51 or more,Male,704.7
3,5,4,1,6,8,5,2,10,4,4,36 to 50,Male,677.7
2,10,0,1,7,5,8,2,0,1,6,36 to 50,Female,676
4,10,6,1,3,5,6,1,4,1,3,Less than 20,Female,658.6
0,2,1,1,8,3,9,2,6,2,10,51 or more,Female,687.7
1,10,5,2,7,10,6,2,2,5,10,51 or more,Female,712.3
3,4,5,2,8,1,2,2,5,2,2,51 or more,Female,599.2
1,10,10,1,5,8,7,1,5,4,10,36 to 50,Male,717.2
3,10,0,1,6,1,6,1,0,0,5,36 to 50,Female,606.8
2,8,3,2,5,3,7,2,6,4,2,36 to 50,Male,663.5
2,8,5,2,5,3,7,2,6,4,4,36 to 50,Male,663.5
3,8,6,2,5,3,7,2,6,4,4,36 to 50,Male,656.7
2,6,7,2,10,10,7,2,10,4,10,51 or more,Female,743.1
5,10,5,2,5,6,8,1,10,0,2,36 to 50,Female,650.7
2,5,8,2,8,4,6,2,7,4,7,21 to 35,Female,665.2
0,8,3,2,9,6,8,1,10,5,5,51 or more,Male,700
0,3,2,1,8,6,8,2,2,10,10,21 to 35,Male,705.1
4,10,2,1,3,5,9,1,6,3,10,Less than 20,Female,635.4
1,10,5,1,3,2,6,2,10,3,10,51 or more,Male,697.1
2,10,10,1,3,7,7,2,2,4,6,Less than 20,Female,727.2
4,10,6,2,4,5,7,2,3,10,3,36 to 50,Female,669
3,5,6,2,2,4,7,1,6,2,7,36 to 50,Male,628
2,10,5,2,5,8,6,2,10,2,7,51 or more,Female,698.3
1,3,0,2,6,9,7,2,1,1,2,36 to 50,Male,632.4
2,10,0,1,7,5,8,2,0,1,6,36 to 50,Female,676
1,4,3,1,7,7,8,2,3,0,10,Less than 20,Male,700.2
4,6,8,2,8,8,8,2,8,6,8,51 or more,Female,700.4
5,3,0,1,10,8,8,2,10,4,10,51 or more,Female,703.8
5,1,2,1,1,1,6,1,7,2,2,36 to 50,Male,560.9
1,10,0,1,2,3,8,2,5,0,5,21 to 35,Female,645
2,4,2,2,2,5,8,1,5,1,10,21 to 35,Female,630.1
2,4,2,2,2,5,8,1,5,1,10,21 to 35,Female,630.1
3,6,4,2,7,7,7,2,7,3,2,21 to 35,Male,649
2,10,7,2,2,10,7,2,10,8,10,51 or more,Male,748.2
5,3,1,2,5,4,8,2,2,0,5,21 to 35,Female,607.8
3,2,0,1,0,4,6,1,1,2,8,21 to 35,Male,604
0,6,3,1,6,2,6,2,5,3,10,21 to 35,Male,675
1,10,2,1,10,9,6,2,10,10,10,21 to 35,Male,739.3
5,2,2,1,5,4,8,1,2,3,4,36 to 50,Male,624.8
1,1,4,1,9,5,8,2,10,4,6,51 or more,Female,737.2
4,4,4,2,4,4,8,2,2,2,5,51 or more,Female,638.4
3,7,4,2,7,2,7,2,10,1,10,21 to 35,Female,676.9
1,3,3,2,10,10,8,2,8,2,6,51 or more,Male,709.3
3,10,4,2,6,3,8,2,10,3,2,36 to 50,Female,685.8
3,2,4,1,8,10,8,2,2,1,2,21 to 35,Female,649.8
1,8,3,1,5,8,8,2,10,2,7,36 to 50,Female,691.9
2,10,5,1,8,10,6,2,6,7,10,21 to 35,Male,725.9
3,10,3,1,6,4,7,2,5,8,10,36 to 50,Female,709.6
5,10,3,2,3,3,9,1,8,1,7,21 to 35,Female,616.3
3,7,1,1,7,8,6,1,10,1,8,51 or more,Male,672.8
2,7,3,2,2,2,2,2,8,0,4,36 to 50,Male,596
0,10,10,1,10,10,7,2,10,10,10,21 to 35,Male,804.3
2,10,3,1,7,8,7,2,3,1,5,36 to 50,Male,674.7
0,2,3,1,5,2,9,1,3,10,10,Less than 20,Male,662
1,9,4,1,8,5,8,2,9,1,8,36 to 50,Male,686.2
2,3,2,1,7,8,7,2,4,6,5,21 to 35,Female,703.6
5,5,3,2,5,2,6,2,4,0,10,36 to 50,Male,617.2
2,5,3,1,6,2,6,2,10,10,7,36 to 50,Female,695.4
1,5,6,2,8,10,8,2,8,5,10,51 or more,Female,734.8
1,8,8,1,9,10,7,2,10,4,9,36 to 50,Male,743.1
5,8,6,1,7,8,7,2,6,3,6,21 to 35,Female,705.3
2,10,10,1,10,6,6,2,10,10,10,51 or more,Female,754
4,6,4,2,8,6,7,2,5,2,5,51 or more,Female,647.1
2,10,4,1,10,10,6,2,8,1,3,51 or more,Female,688.5
3,3,3,2,1,1,7,2,4,1,4,51 or more,Female,588.3
2,5,0,1,6,5,7,2,2,1,5,Less than 20,Female,655.4
2,10,4,2,10,6,8,2,5,5,10,51 or more,Female,744.2
3,2,0,1,0,4,6,1,1,2,8,21 to 35,Male,604
2,8,8,1,7,6,7,2,10,4,10,21 to 35,Female,730.4
3,2,0,1,0,4,6,1,1,2,8,21 to 35,Male,604
3,7,8,2,6,5,6,2,10,2,3,51 or more,Male,680.7
1,4,1,1,7,6,7,2,7,4,7,21 to 35,Male,672.6
2,6,1,1,2,10,7,1,0,1,10,21 to 35,Female,663.2
3,10,7,1,7,7,5,2,5,4,10,21 to 35,Male,718.3
3,3,1,1,3,8,8,2,10,2,5,36 to 50,Female,676.6
0,10,5,1,7,7,8,2,5,9,10,36 to 50,Male,746.1
3,3,1,1,2,5,6,1,1,1,2,Less than 20,Female,599.1
2,5,3,1,6,1,8,1,3,1,7,21 to 35,Male,649.7
5,2,3,1,4,1,9,1,6,5,2,21 to 35,Male,605.7
5,3,4,2,4,4,6,2,8,2,10,51 or more,Male,655
4,10,3,1,1,3,6,2,5,3,2,21 to 35,Male,632.7
3,2,0,1,0,4,6,1,1,2,8,21 to 35,Male,604
4,4,3,1,8,8,6,1,1,5,5,Less than 20,Female,652.4
3,10,7,1,8,10,6,2,5,2,7,51 or more,Female,719.1
3,2,6,1,10,2,8,2,10,10,10,21 to 35,Female,724.7
3,3,4,2,7,1,6,2,5,3,2,21 to 35,Male,593.2
4,10,0,1,3,10,4,1,3,5,7,21 to 35,Male,603.1
3,3,3,1,6,1,9,2,5,1,9,21 to 35,Male,653.3
2,4,2,2,3,4,7,2,1,0,1,36 to 50,Male,621.2
3,10,6,1,7,6,8,2,5,1,5,Less than 20,Female,700
3,2,3,2,10,7,6,2,5,2,2,21 to 35,Female,601.2
4,2,5,1,6,8,8,2,7,1,7,Less than 20,Female,657.9
0,4,2,2,5,2,10,2,0,4,8,51 or more,Female,648.6
4,10,3,1,1,3,6,2,5,3,2,21 to 35,Male,632.7
1,10,4,2,8,5,8,2,10,8,10,51 or more,Male,757.6
1,1,5,1,2,10,8,2,1,10,10,21 to 35,Male,695.7
4,10,5,1,5,7,7,2,10,2,10,51 or more,Male,710.2
2,10,6,2,7,3,7,2,7,10,2,36 to 50,Male,690.7
5,2,4,2,10,2,5,2,10,1,10,51 or more,Male,640.8
4,5,2,1,4,5,7,2,9,3,10,51 or more,Female,670.7
4,8,5,2,8,5,6,1,3,1,3,21 to 35,Female,629.7
3,2,6,1,10,2,8,2,10,10,10,21 to 35,Female,724.7
2,2,2,2,5,1,9,2,5,3,3,21 to 35,Female,609.1
0,4,5,1,9,3,7,2,3,1,10,51 or more,Female,670.3
2,10,4,1,6,6,7,1,5,5,8,21 to 35,Female,687.9
2,10,10,1,8,6,6,2,10,5,8,36 to 50,Male,747.2
2,6,3,1,9,10,7,1,6,5,4,21 to 35,Female,664.9
3,4,2,1,5,1,7,1,10,6,3,36 to 50,Female,664.8
4,4,2,1,3,6,8,2,1,0,2,21 to 35,Male,598
4,4,2,1,3,6,8,2,1,0,2,21 to 35,Male,598
2,3,1,2,6,3,7,2,3,1,7,36 to 50,Male,648.2
3,10,2,1,7,2,7,2,6,2,6,36 to 50,Female,673.5
1,6,2,1,9,6,6,2,3,3,3,51 or more,Male,711.5
4,1,1,2,4,1,9,2,3,0,10,21 to 35,Female,580.2
4,1,0,1,3,4,9,1,2,1,10,21 to 35,Male,614.8
2,10,4,2,8,1,7,2,10,5,3,51 or more,Female,652.9
2,2,2,1,7,3,6,2,2,6,10,36 to 50,Male,687.1
2,3,6,1,8,4,7,1,5,3,3,21 to 35,Female,638.2
3,6,2,1,9,10,7,1,4,3,6,36 to 50,Female,658.1
1,3,2,1,6,10,9,2,3,2,10,51 or more,Male,678.9
2,4,2,1,5,5,8,1,4,3,7,36 to 50,Female,636.9
2,5,1,1,4,5,7,2,5,1,10,Less than 20,Male,675.8
4,10,10,1,10,9,7,2,8,5,10,21 to 35,Female,732.7
3,10,3,1,8,3,6,2,8,8,10,51 or more,Male,729.6
0,3,3,1,3,1,10,1,2,2,10,21 to 35,Male,626.3
3,10,3,2,8,3,8,2,3,0,0,36 to 50,Female,633.1
2,7,3,1,6,5,7,2,7,3,10,21 to 35,Male,701.3
